team,avg_xg,avg_xga,possession,def_height,games
Argentina,2.6735153450333335,1.2478763603,57.45669624000897,57.61092469624422,6
Bolivia,0.33129500663333333,2.022068598266667,43.797015736924244,50.37794048787581,3
Brazil,2.3711435895,1.69468645685,59.586743891707414,59.43026262633896,4
Canada,2.5934692848333336,2.7660698974833333,47.62659727447411,57.81256560854282,6
Chile,0.5365871371666667,1.3869431266666667,48.87781363388387,56.714003451870546,3
Colombia,1.5586429078500001,0.6243214844666667,54.398080010543595,59.39985726106334,6
Costa Rica,0.15802769733333333,1.9878565110000002,32.647985158863875,48.906593072318714,3
Ecuador,1.9824483393749999,2.0583650125,42.84051579146436,54.5237007338772,4
Jamaica,0.702830348,1.7387717429333334,47.23879365882863,51.984153005464485,3
Mexico,1.4860098433333333,0.6502164416666666,59.48538098188718,58.45112505853353,3
Panama,0.8055455030750001,1.31238890525,53.63765935209426,60.84004708477825,4
Paraguay,0.9864450799666667,1.5472217466666667,48.367514445363334,61.184578545690805,3
Peru,0.4734456401666667,1.3465296379999998,37.98566759244127,56.51681763025936,3
United States,1.2633197660000002,0.7173315045333334,46.21678047603974,54.141214710771884,3
Uruguay,2.4843751476166664,2.04163206925,51.95907380939093,55.52604311272648,6
Venezuela,2.515281953175,2.4598992279250003,53.31169619993344,57.78653508020598,4
